Id;Data;Hora;Hour;Type;Operador;Categoria;Classe;Adults;Children;Bebies;Local Recolha;GPS Recolha;Local Entrega;GPS Entrega;Duration;Distance;Price
AT034313;25/03/2024;14:30;14;;Alfa Tours & Transfers;Parques Tem?ticos;5 - 8 Pax;5;2;1;Zoomarine-Guia;;Alfagar;;00:19;13;30,00
AT034314;25/03/2024;14:50;14;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;2;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034280;25/03/2024;15:00;15;;Alfagar Rece??o;Interzone;5 - 8 Pax;6;0;0;Alfagar;;Algarve Shopping - Guia;;00:17;11;25,00
AT034315;25/03/2024;15:05;15;;Alfa Tours & Transfers;Interzone;Taxi 5 - 8 Pax;8;0;0;Old Town - Albufeira;;Alfagar;;00:07;4;10,00
AT034274;25/03/2024;15:30;15;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Faro Airport;;00:35;38;55,00
AT034048;25/03/2024;16:00;16;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;2;Alfagar;;Faro Airport;;00:35;38;0,00
AT034317;25/03/2024;17:00;17;;Alfagar Rece??o;Interzone;5 - 8 Pax;5;0;0;Alfagar;;Vilamoura-Marina;;00:25;20;40,00
AT034316;25/03/2024;17:25;17;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;3;2;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT034264;25/03/2024;17:45;17;Chegada;Website;Airport Transfer;Airport Transfer 4-8PAX;2;1;1;Faro Airport;;Alto da Colina;;00:35;38;65,00
AT034318;25/03/2024;17:46;17;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;4;0;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT034281;25/03/2024;18:30;18;;Alfagar Rece??o;Interzone;5 - 8 Pax;6;0;0;Algarve Shopping - Guia;;Alfagar;;00:17;11;25,00
AT034319;25/03/2024;20:00;20;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;5;0;0;Vilamoura-Marina;;Alfagar;;00:25;20;40,00
AT034190;25/03/2024;20:05;20;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;1;0;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT033917;25/03/2024;21:25;21;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;4;0;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;123,50
AT033867;25/03/2024;22:50;22;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Faro Airport;37.0222849,-7.963351899999999;Alto da Colina;37.0941384,-8.209068499999999;00:35;38;65,00
AT034309;25/03/2024;23:00;23;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;1;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT034279;26/03/2024;05:00;5;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;3;0;0;Alfagar;;Faro Airport;;00:35;38;60,50
AT034289;26/03/2024;08:40;8;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;1;0;1;Alfagar;;Faro Airport;;00:35;38;55,00
AT034329;26/03/2024;10:05;10;;Alfa Tours & Transfers;Interzone;1 - 4 Pax;2;2;0;Alfagar;;Lagos;;00:45;59;85,00
AT034331;26/03/2024;10:30;10;;Alfagar Rece??o;Parques Tem?ticos;5 - 8 Pax;3;2;0;Alfagar;;Zoomarine-Guia;;00:19;13;30,00
AT034293;26/03/2024;11:45;11;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Faro Airport;;Alto da Colina;;00:35;38;55,00
AT034335;26/03/2024;13:00;13;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;5;0;0;Alfagar;;Algarve Shopping - Guia;;00:17;11;25,00
AT034332;26/03/2024;14:30;14;;Alfagar Rece??o;Parques Tem?ticos;5 - 8 Pax;3;2;0;Zoomarine-Guia;;Alfagar;;00:19;13;30,00
AT034330;26/03/2024;15:00;15;;Alfa Tours & Transfers;Interzone;1 - 4 Pax;2;2;0;Lagos;;Alfagar;;00:45;59;85,00
AT033334;26/03/2024;16:30;16;Chegada;Website;Airport Transfer;Airport Transfer 4-8PAX;4;1;1;Faro Airport;37.0222868,-7.9634456;Alfagar;37.0911794,-8.2095811;00:35;38;65,00
AT034336;26/03/2024;17:00;17;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;5;0;0;Algarve Shopping - Guia;;Alfagar;;00:17;11;25,00
AT033632;26/03/2024;18:35;18;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;0;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;104,50
AT034284;26/03/2024;19:30;19;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;1;0;0;Faro Airport;;Alto da Colina;;00:35;38;55,00
AT034320;26/03/2024;23:25;23;Chegada;ADM;Airport Transfer;Airport Transfer 1-3PAX;1;0;0;Faro Airport;;Alfagar;;00:35;38;0,00
AT034339;27/03/2024;05:40;5;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;3;0;0;Alfagar;;Faro Airport;;00:35;38;60,50
AT034273;27/03/2024;07:00;7;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Faro Airport;;00:35;38;55,00
AT034338;27/03/2024;07:00;7;Partida;Alto da Colina;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alto da Colina;;Faro Airport;;00:35;38;55,00
AT034199;27/03/2024;08:15;8;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Faro Airport;;00:35;38;55,00
AT034211;27/03/2024;11:00;11;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Lisboa;;00:15;15;370,00
AT034325;27/03/2024;11:35;11;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;2;1;Faro Airport;;Alfagar;;00:35;38;65,00
AT034345;27/03/2024;13:05;13;;Alfagar Rece??o;Interzone;5 - 8 Pax;6;0;0;Alfagar;;Algarve Shopping - Guia;;00:17;11;25,00
AT034262;27/03/2024;13:30;13;;Alto da Colina;Interzone;1 - 4 Pax;4;0;0;Alto da Colina;;Ferreiras - Esta??o Comboios;;00:15;6;15,00
AT034344;27/03/2024;14:15;14;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Alfagar;;Faro Airport;;00:35;38;65,00
AT034346;27/03/2024;17:30;17;;Alfagar Rece??o;Interzone;5 - 8 Pax;6;0;0;Algarve Shopping - Guia;;Alfagar;;00:17;11;25,00
AT034352;27/03/2024;18:46;18;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;4;0;0;Alto da Colina;;Oura - New Town;;00:05;2;6,00
AT034238;27/03/2024;19:45;19;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034133;27/03/2024;21:40;21;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;1;1;0;Faro Airport;;Alto da Colina;;00:35;38;55,00
AT033787;28/03/2024;07:00;7;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;3;0;2;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;65,00
AT034228;28/03/2024;07:00;7;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Faro Airport;;00:35;38;55,00
AT034333;28/03/2024;07:15;7;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;3;0;Alfagar;;Faro Airport;;00:35;38;65,00
AT034349;28/03/2024;08:00;8;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;0;0;Alfagar;;Ferreiras - Esta??o Comboios;;00:12;6;15,00
AT034351;28/03/2024;08:00;8;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;0;0;Alfagar;;Ferreiras - Esta??o Comboios;;00:12;6;15,00
AT034272;28/03/2024;08:00;8;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;6;0;0;Alfagar;;Ferreiras - Esta??o Comboios;;00:12;6;20,00
AT034013;28/03/2024;08:30;8;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;4;2;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;123,50
AT028469;28/03/2024;10:30;10;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0179538,-7.930834000000001;Faro Airport;37.0213551,-7.9688443;00:35;38;55,00
AT033945;28/03/2024;10:30;10;Partida;Website;Airport Transfer;Airport Transfer 4-8PAX;5;0;1;Alfagar;37.09055250000001,-8.2092174;Faro Airport;37.0222868,-7.9634456;00:35;38;65,00
AT034360;28/03/2024;10:50;10;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;3;0;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT034363;28/03/2024;12:40;12;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;2;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034243;28/03/2024;12:50;12;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034368;28/03/2024;13:15;13;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;3;0;0;Alfagar;;Oura - New Town;;00:05;2;6,00
AT034369;28/03/2024;13:30;13;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;4;0;0;Alto da Colina;;Olhos de ?gua;;00:05;3;6,00
AT034364;28/03/2024;14:30;14;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Alfagar;;Aquashow;;00:20;17;35,00
AT034356;28/03/2024;14:45;14;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;4;1;1;Alfagar;;Vilamoura-Marina;;00:25;20;40,00
AT034370;28/03/2024;15:10;15;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;2;1;0;Old Town - Albufeira;;Alto da Colina;;00:07;4;8,00
AT034371;28/03/2024;15:25;15;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;3;0;0;Oura - New Town;;Alfagar;;00:05;2;6,00
AT034372;28/03/2024;16:00;16;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;3;1;0;Olhos de ?gua;;Alto da Colina;;00:05;3;6,00
AT034357;28/03/2024;18:15;18;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;4;1;1;Vilamoura-Marina;;Alfagar;;00:25;20;40,00
AT034365;28/03/2024;18:30;18;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Aquashow;;Alfagar;;00:20;17;35,00
AT034374;28/03/2024;18:40;18;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;6;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT033781;28/03/2024;21:30;21;Chegada;Website;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Faro Airport;37.0222868,-7.9634456;Alfagar;37.0917719,-8.208263200000001;00:35;38;55,00
AT034373;28/03/2024;23:45;23;Chegada;Alto da Colina;Airport Transfer;Airport Transfer 1-3PAX;2;0;1;Faro Airport;;Alto da Colina;;00:35;38;55,00
AT034358;29/03/2024;06:00;6;;Alfa Tours & Transfers;Interzone;1 - 4 Pax;1;0;0;Alfagar;;Portim?o;37.200731,-8.529093;00:38;42;72,00
AT034381;29/03/2024;09:45;9;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;3;2;0;Alfagar;;Algarve Shopping - Guia;;00:17;11;25,00
AT033077;29/03/2024;10:25;10;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;3;0;0;Faro Airport;37.0206047,-7.968698099999999;Alto da Colina;37.0900291,-8.2093814;00:35;38;55,00
AT034382;29/03/2024;10:40;10;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;3;0;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT034359;29/03/2024;11:00;11;;Alfa Tours & Transfers;Interzone;1 - 4 Pax;1;0;0;Portim?o;37.200731,-8.529093;Alfagar;;00:38;42;72,00
AT034385;29/03/2024;11:20;11;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;4;0;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT034386;29/03/2024;13:45;13;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;5;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT034396;29/03/2024;14:45;14;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;4;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034398;29/03/2024;15:15;15;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;4;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT033791;29/03/2024;15:40;15;Partida;Website;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0917719,-8.208263200000001;Faro Airport;37.0222868,-7.9634456;00:35;38;55,00
AT034401;29/03/2024;16:00;16;;Alfa Tours & Transfers;Interzone;Taxi 5 - 8 Pax;5;0;0;Old Town - Albufeira;;Alfagar;;00:07;4;10,00
AT034402;29/03/2024;17:00;17;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;4;0;0;Old Town - Albufeira;;Alto da Colina;;00:07;4;8,00
AT034403;29/03/2024;17:04;17;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;2;0;0;Alto da Colina;;Albufeira Shopping;;00:10;4;8,00
AT034195;29/03/2024;17:05;17;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;3;0;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT034404;29/03/2024;17:55;17;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;2;2;0;Old Town - Albufeira;;Alfagar;;00:07;4;8,00
AT034405;29/03/2024;18:04;18;;ADM;Interzone;5 - 8 Pax;8;0;0;Alfagar;;Gal?/Salgados;;00:25;16;0,00
AT034406;29/03/2024;19:00;19;;Alfa Tours & Transfers;Interzone;Taxi 1 - 4 Pax;2;0;0;Albufeira Shopping;;Alto da Colina;;00:10;4;8,00
AT033840;30/03/2024;05:00;5;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;55,00
AT034337;30/03/2024;05:00;5;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;1;0;0;Alfagar;;Faro Airport;;00:35;38;60,50
AT031910;30/03/2024;06:15;6;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;5;2;1;Alfagar;37.0179538,-7.930834000000001;Faro Airport;37.0206047,-7.968698099999999;00:35;38;0,00
AT034380;30/03/2024;07:45;7;;Alto da Colina;Interzone;1 - 4 Pax;2;0;0;Alto da Colina;;Ferreiras - Esta??o Comboios;;00:15;6;15,00
AT034407;30/03/2024;09:30;9;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;1;0;0;Alto da Colina;;Olhos de ?gua;;00:05;3;6,00
AT034408;30/03/2024;09:40;9;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;1;0;0;Olhos de ?gua;;Alto da Colina;;00:05;3;6,00
AT033861;30/03/2024;09:45;9;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;55,00
AT034409;30/03/2024;11:05;11;;Alfagar Rece??o;Interzone;5 - 8 Pax;2;2;1;Alto da Colina;;Old Town - Albufeira;;00:07;4;10,00
AT034397;30/03/2024;11:20;11;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;3;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034410;30/03/2024;11:30;11;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;0;0;Alfagar;;Algarve Shopping - Guia;;00:17;11;20,00
AT034412;30/03/2024;12:15;12;;Alfagar Rece??o;Interzone;5 - 8 Pax;5;1;1;Alfagar;;Algarve Shopping - Guia;;00:17;11;25,00
AT034414;30/03/2024;13:09;13;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;2;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034411;30/03/2024;14:30;14;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;0;0;Algarve Shopping - Guia;;Alfagar;;00:17;11;20,00
AT034413;30/03/2024;15:30;15;;Alfagar Rece??o;Interzone;5 - 8 Pax;5;1;1;Algarve Shopping - Guia;;Alfagar;;00:17;11;25,00
AT034242;30/03/2024;18:00;18;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;5;0;0;Alfagar;;Faro Airport;;00:35;38;65,00
AT034342;30/03/2024;19:50;19;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;1;Faro Airport;;Alfagar;;00:35;38;55,00
AT034350;30/03/2024;21:00;21;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT034361;31/03/2024;03:15;3;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;;Faro Airport;;00:35;38;60,50
AT034415;31/03/2024;04:15;4;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Alfagar;;Faro Airport;;00:35;38;71,50
AT033513;31/03/2024;07:45;7;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;5;0;0;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;65,00
AT031696;31/03/2024;08:15;8;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0179538,-7.930834000000001;Faro Airport;37.02036750000001,-7.9682948;00:35;38;55,00
AT033335;31/03/2024;08:50;8;Partida;Website;Airport Transfer;Airport Transfer 4-8PAX;4;1;1;Alfagar;37.0911794,-8.2095811;Faro Airport;37.0222868,-7.9634456;00:35;38;65,00
AT034420;31/03/2024;09:30;9;Partida;ADM;Airport Transfer;Airport Transfer 1-3PAX;1;0;0;Alfagar;;Faro Airport;;00:35;38;0,00
AT034423;31/03/2024;11:00;11;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Alfagar;;Zoomarine-Guia;;00:19;13;25,00
AT034418;31/03/2024;11:00;11;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Alfagar;;Zoomarine-Guia;;00:19;13;25,00
AT033918;31/03/2024;11:20;11;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;4;0;0;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;0,00
AT034425;31/03/2024;11:35;11;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;4;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034427;31/03/2024;14:02;14;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;5;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT034428;31/03/2024;15:00;15;;Alfa Tours & Transfers;Interzone;Taxi 5 - 8 Pax;6;0;0;Old Town - Albufeira;;Alfagar;;00:07;4;10,00
AT034424;31/03/2024;17:30;17;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Zoomarine-Guia;;Alfagar;;00:19;13;25,00
AT034419;31/03/2024;17:30;17;;Alfagar Rece??o;Parques Tem?ticos;1 - 4 Pax;2;2;0;Zoomarine-Guia;;Alfagar;;00:19;13;25,00
AT034429;31/03/2024;17:45;17;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;6;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT034432;31/03/2024;18:40;18;;Alfa Tours & Transfers;Interzone;Taxi 5 - 8 Pax;5;0;0;Old Town - Albufeira;;Alfagar;;00:07;4;10,00
AT034134;31/03/2024;19:00;19;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;1;1;0;Alto da Colina;;Faro Airport;;00:35;38;55,00
AT033806;31/03/2024;19:30;19;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;1;1;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;55,00
AT034236;31/03/2024;19:50;19;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;5;2;0;Faro Airport;;Alfagar;;00:35;38;123,50
AT034039;31/03/2024;19:50;19;Chegada;Website;Airport Transfer;Airport Transfer 4-8PAX;2;4;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034417;31/03/2024;21:15;21;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034196;31/03/2024;21:15;21;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;6;0;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT033457;31/03/2024;22:20;22;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;6;2;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;123,50
AT033400;31/03/2024;22:20;22;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;5;3;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;123,50
AT033914;01/04/2024;08:30;8;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;6;0;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;65,00
AT034296;01/04/2024;08:30;8;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 4-8PAX;2;3;0;Faro Airport;;Alfagar;;00:35;38;65,00
AT034387;01/04/2024;09:45;9;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;5;0;0;Alfagar;;Faro Airport;;00:35;38;65,00
AT034091;01/04/2024;09:50;9;Chegada;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT033727;01/04/2024;10:10;10;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar;37.0903633,-8.2093686;00:35;38;104,50
AT034193;01/04/2024;10:40;10;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;1;2;0;Faro Airport;;Alfagar;;00:35;38;55,00
AT034430;01/04/2024;11:15;11;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;2;0;Alfagar;;Marina-Albufeira;;00:15;9;15,00
AT034353;01/04/2024;11:15;11;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;1;0;Alfagar;;Marina-Albufeira;;00:15;9;15,00
AT034441;01/04/2024;11:25;11;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;3;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034443;01/04/2024;11:50;11;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;0;1;Alfagar;;Ferreiras - Esta??o Comboios;;00:12;6;15,00
AT034444;01/04/2024;12:30;12;;Alfagar Rece??o;Interzone;5 - 8 Pax;6;0;0;Alfagar;;Vilamoura-Marina;;00:25;20;40,00
AT033560;01/04/2024;13:40;13;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;1;0;Faro Airport;37.0222849,-7.963351899999999;Alfagar Prestige III;37.091469,-8.209299999999999;00:15;15;109,70
AT034449;01/04/2024;15:25;15;;Alfa Tours & Transfers;Interzone;5 - 8 Pax;6;0;0;Vilamoura-Marina;;Alfagar;;00:25;20;40,00
AT034354;01/04/2024;15:30;15;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;1;0;Marina-Albufeira;;Alfagar;;00:15;9;15,00
AT034431;01/04/2024;15:30;15;;Alfagar Rece??o;Interzone;1 - 4 Pax;2;2;0;Marina-Albufeira;;Alfagar;;00:15;9;15,00
AT034450;01/04/2024;18:00;18;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;2;2;0;Alfagar;;Oura - New Town;;00:05;2;6,00
AT034452;01/04/2024;18:47;18;;Alfagar Rece??o;Interzone;1 - 4 Pax;4;0;0;Alfagar;;Oura - New Town;;00:05;2;6,00
AT034453;01/04/2024;19:01;19;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;6;0;0;Alfagar;;Oura - New Town;;00:05;2;8,00
AT034454;01/04/2024;19:35;19;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;4;0;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT034455;01/04/2024;19:36;19;;Alfagar Rece??o;Interzone;Taxi 5 - 8 Pax;4;2;0;Alfagar;;Old Town - Albufeira;;00:07;4;10,00
AT033773;02/04/2024;03:00;3;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.0903633,-8.2093686;Faro Airport;37.0222849,-7.963351899999999;00:35;38;0,00
AT033296;02/04/2024;07:15;7;Partida;Alfa Tours & Transfers;Airport Transfer;Airport Transfer 1-3PAX;2;0;0;Alfagar;37.091469,-8.209299999999999;Faro Airport;37.0222849,-7.963351899999999;00:35;38;55,00
AT034355;02/04/2024;07:45;7;;Alfagar Rece??o;Interzone;1 - 4 Pax;4;0;0;Alfagar;;Ferreiras - Esta??o Comboios;;00:12;6;15,00
AT034451;02/04/2024;10:30;10;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 1-3PAX;2;1;0;Alfagar;;Faro Airport;;00:35;38;55,00
AT034459;02/04/2024;11:15;11;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;2;1;0;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
AT032963;02/04/2024;11:20;11;Chegada;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;2;2;0;Faro Airport;37.0206047,-7.968698099999999;Alfagar;37.091469,-8.209299999999999;00:35;38;61,75
AT034460;02/04/2024;11:40;11;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;4;0;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034461;02/04/2024;12:05;12;;Alfagar Rece??o;Interzone;Taxi 1 - 4 Pax;2;2;0;Alfagar;;Old Town - Albufeira;;00:07;4;8,00
AT034442;02/04/2024;12:30;12;Partida;Alfagar Rece??o;Airport Transfer;Airport Transfer 4-8PAX;4;2;0;Alfagar;;Faro Airport;;00:35;38;65,00
AT034467;02/04/2024;14:20;14;;Alto da Colina;Interzone;Taxi 1 - 4 Pax;2;0;1;Alto da Colina;;Old Town - Albufeira;;00:07;4;8,00
